ESTADO;COD PRODUTO;DESCRIÇÃO PRODUTO;NCM;COD PRINCIPAL;DESC. PRINCIPAL;COD IMOBILIZADO;DESC. IMOBILIZADO;COD GRUPO;DESC. GRUPO;COD CC;DESC CC;CONDICAO;APELIDO;CNPJ FORNEC;RAZÃO SOCIAL;Nº NFE;SERIE;ITEM Nfe;CHAVE ELETRÔNICA;QTD;P. UNIT.;TOTAL ITEM;VLR CONTABIL ;BASE ICMS;PERC ICMS;VLR ICMS;DT EMISSÃO;DT LANC;Dt Aquisição;Vlr.Aquis;Tot.Deprec;Vlr.Residual;Reaval.Mapa 2;Deemed Cost;Vlr.Consolid
NOVO;135599;CARRINHO PARA SERRAGEM                  ;99999999       ;;;26142;CARRINHO PARA SERRAGEM ;2;FERRAMENTAS                                                 ;14-13;INTELLI IND.TERM.ELETR.LTDA MULTIPLEX-MANUTENÇÃO MECÂNICA;9;APELIDO;31860004/0001-73;WILLIAM BONETTI CARVALHO LTDA                               ;35;72;1;35250531860004000173550010000000351007000935      ;10;460;4600;4600;0;0;0;23/05/2025;02/06/2025;02/06/2025;417,45;13,92;403,53;0;0;403,53
NOVO;135599;CARRINHO PARA SERRAGEM                  ;99999999       ;;;26143;CARRINHO PARA SERRAGEM ;2;FERRAMENTAS                                                 ;14-13;INTELLI IND.TERM.ELETR.LTDA MULTIPLEX-MANUTENÇÃO MECÂNICA;9;APELIDO;31860004/0001-73;WILLIAM BONETTI CARVALHO LTDA                               ;35;72;1;35250531860004000173550010000000351007000935      ;10;460;4600;4600;0;0;0;23/05/2025;02/06/2025;02/06/2025;417,45;13,92;403,53;0;0;403,53
NOVO;135599;CARRINHO PARA SERRAGEM                  ;99999999       ;;;26144;CARRINHO PARA SERRAGEM ;2;FERRAMENTAS                                                 ;14-13;INTELLI IND.TERM.ELETR.LTDA MULTIPLEX-MANUTENÇÃO MECÂNICA;9;APELIDO;31860004/0001-73;WILLIAM BONETTI CARVALHO LTDA                               ;35;72;1;35250531860004000173550010000000351007000935      ;10;460;4600;4600;0;0;0;23/05/2025;02/06/2025;02/06/2025;417,45;13,92;403,53;0;0;403,53
NOVO;83741;MESA                                    ;94033000       ;;;26145;MESA ;7;MÓVEIS E UTENSÍLIOS                                         ;14-8;INTELLI IND.TERM.ELETR.LTDA MULTIPLEX-PATRIMÔNIO;9;APELIDO;12347781/0001-74;EDSON ALVES MACHADO                                         ;9;72;1;35250512347781000174550010000000091610903642      ;4;1250;5000;5000;0;0;0;28/05/2025;02/06/2025;02/06/2025;1250;41,68;1208,32;0;0;1208,32
NOVO;83741;MESA                                    ;94033000       ;;;26146;MESA ;7;MÓVEIS E UTENSÍLIOS                                         ;14-8;INTELLI IND.TERM.ELETR.LTDA MULTIPLEX-PATRIMÔNIO;9;APELIDO;12347781/0001-74;EDSON ALVES MACHADO                                         ;9;72;1;35250512347781000174550010000000091610903642      ;4;1250;5000;5000;0;0;0;28/05/2025;02/06/2025;02/06/2025;1250;41,68;1208,32;0;0;1208,32
NOVO;83741;MESA                                    ;94033000       ;;;26147;MESA ;7;MÓVEIS E UTENSÍLIOS                                         ;14-8;INTELLI IND.TERM.ELETR.LTDA MULTIPLEX-PATRIMÔNIO;9;APELIDO;12347781/0001-74;EDSON ALVES MACHADO                                         ;9;72;1;35250512347781000174550010000000091610903642      ;4;1250;5000;5000;0;0;0;28/05/2025;02/06/2025;02/06/2025;1250;41,68;1208,32;0;0;1208,32
NOVO;83741;MESA                                    ;94033000       ;;;26148;MESA ;7;MÓVEIS E UTENSÍLIOS                                         ;14-8;INTELLI IND.TERM.ELETR.LTDA MULTIPLEX-PATRIMÔNIO;9;APELIDO;12347781/0001-74;EDSON ALVES MACHADO                                         ;9;72;1;35250512347781000174550010000000091610903642      ;4;1250;5000;5000;0;0;0;28/05/2025;02/06/2025;02/06/2025;1250;41,68;1208,32;0;0;1208,32
NOVO;136038;COMPRESSOR DE AR GA90VSD AFF 380V 60Hz  ;84148012       ;;;26149;COMPRESSOR DE AR GA90VSD AFF 380V 60Hz ;6;MÁQ EQUIP FÁBRICA - REAVAL                                  ;12-8;INTELLI IND.TERM.ELETR.LTDA - FUNDIÇÃO-ALMOXARIFADO;9;APELIDO;8727383/0001-06;AIR COMPANY COMERCIO REPRESENTAÇÃO E LOCAÇÃO LTDA           ;6081;72;1;35250608727383000106550010000060811004640323      ;1;215000;215000;215000;0;0;0;11/06/2025;26/06/2025;26/06/2025;195112,5;6503,76;188608,74;0;0;188608,74
NOVO;119631;HD CFTV 4TB SATA WESTERN DIG PU RPLE DVR;84717010       ;;;26150;DVR INTELB DE 32 CANAIS MDX1233 COM HD DE 4 TB HDCFTV 4TB SATA WESTERM DIG;1;EQUIPAMENTOS DE INFORMÁTICA                                 ;14-17;INTELLI IND.TERM.ELETR.LTDA MULTIPLEX-MANUTENÇÃO ELÉTRICA;9;APELIDO;9628632/0001-79;O M  NETWORK E SEGURANCA ELETRONICA LTDA                    ;9956;72;2;35250509628632000179550010000099561143728470      ;1;1049,98;1049,98;1001,51;0;0;0;02/05/2025;03/06/2025;02/06/2025;4225,06;281,68;3943,38;0;0;3943,38
NOVO;133009;DVR INTELB 32 CANAIS MHDX1232 C/ HD 4TB ;85219010       ;;;26151;CAMERA INTEL VHD1130 B30M 2,8MMG7 BULLET ;1;EQUIPAMENTOS DE INFORMÁTICA                                 ;14-17;INTELLI IND.TERM.ELETR.LTDA MULTIPLEX-MANUTENÇÃO ELÉTRICA;9;APELIDO;9628632/0001-79;O M  NETWORK E SEGURANCA ELETRONICA LTDA                    ;9956;72;1;35250509628632000179550010000099561143728470      ;1;3429,08;3429,08;3270,8;0;0;0;02/05/2025;03/06/2025;03/06/2025;205;13,68;191,32;0;0;191,32
NOVO;133009;DVR INTELB 32 CANAIS MHDX1232 C/ HD 4TB ;85219010       ;;;26152;CAMERA INTEL VHD1130 B30M 2,8MMG7 BULLET ;1;EQUIPAMENTOS DE INFORMÁTICA                                 ;14-17;INTELLI IND.TERM.ELETR.LTDA MULTIPLEX-MANUTENÇÃO ELÉTRICA;9;APELIDO;9628632/0001-79;O M  NETWORK E SEGURANCA ELETRONICA LTDA                    ;9956;72;1;35250509628632000179550010000099561143728470      ;1;3429,08;3429,08;3270,8;0;0;0;02/05/2025;03/06/2025;03/06/2025;205;13,68;191,32;0;0;191,32
NOVO;133009;DVR INTELB 32 CANAIS MHDX1232 C/ HD 4TB ;85219010       ;;;26153;CAMERA INTEL VHD1130 B30M 2,8MMG7 BULLET ;1;EQUIPAMENTOS DE INFORMÁTICA                                 ;14-17;INTELLI IND.TERM.ELETR.LTDA MULTIPLEX-MANUTENÇÃO ELÉTRICA;9;APELIDO;9628632/0001-79;O M  NETWORK E SEGURANCA ELETRONICA LTDA                    ;9956;72;1;35250509628632000179550010000099561143728470      ;1;3429,08;3429,08;3270,8;0;0;0;02/05/2025;03/06/2025;03/06/2025;205;13,68;191,32;0;0;191,32
NOVO;133009;DVR INTELB 32 CANAIS MHDX1232 C/ HD 4TB ;85219010       ;;;26154;CAMERA INTEL VHD1130 B30M 2,8MMG7 BULLET ;1;EQUIPAMENTOS DE INFORMÁTICA                                 ;14-17;INTELLI IND.TERM.ELETR.LTDA MULTIPLEX-MANUTENÇÃO ELÉTRICA;9;APELIDO;9628632/0001-79;O M  NETWORK E SEGURANCA ELETRONICA LTDA                    ;9956;72;1;35250509628632000179550010000099561143728470      ;1;3429,08;3429,08;3270,8;0;0;0;02/05/2025;03/06/2025;03/06/2025;205;13,68;191,32;0;0;191,32
NOVO;133009;DVR INTELB 32 CANAIS MHDX1232 C/ HD 4TB ;85219010       ;;;26155;CAMERA INTEL VHD1130 B30M 2,8MMG7 BULLET ;1;EQUIPAMENTOS DE INFORMÁTICA                                 ;14-17;INTELLI IND.TERM.ELETR.LTDA MULTIPLEX-MANUTENÇÃO ELÉTRICA;9;APELIDO;9628632/0001-79;O M  NETWORK E SEGURANCA ELETRONICA LTDA                    ;9956;72;1;35250509628632000179550010000099561143728470      ;1;3429,08;3429,08;3270,8;0;0;0;02/05/2025;03/06/2025;03/06/2025;205;13,68;191,32;0;0;191,32
NOVO;842209;ALIMENTADOR MONOFASICO AM1              ;84282090       ;;;26156;ALIMENTADOR MONOFASICO AM1 ;6;MÁQ EQUIP FABRICA - REAVAL                                  ;14-15;INTELLI IND.TERM.ELETR.LTDA MULTIPLEX-MULTIPLEX 1;9;APELIDO;24625066/0001-35;HM EQUIPAMENTOS LTDA                                        ;2457;72;1;35250524625066000135550010000024571884043269      ;2;5052,5;10105;10105;0;0;0;06/05/2025;04/06/2025;03/06/2025;4585,14;152,84;4432,3;0;0;4432,3
NOVO;842209;ALIMENTADOR MONOFASICO AM1              ;84282090       ;;;26157;ALIMENTADOR MONOFASICO AM1 ;6;MÁQ EQUIP FABRICA - REAVAL                                  ;14-15;INTELLI IND.TERM.ELETR.LTDA MULTIPLEX-MULTIPLEX 1;9;APELIDO;24625066/0001-35;HM EQUIPAMENTOS LTDA                                        ;2457;72;1;35250524625066000135550010000024571884043269      ;2;5052,5;10105;10105;0;0;0;06/05/2025;04/06/2025;03/06/2025;4585,14;152,84;4432,3;0;0;4432,3
NOVO;86841;LAVADORA DE ALTA PRESSÃO K 2195 KARCHER ;84243010       ;;;26158;LAVADORA DE ALTA PRESSÃO K 2195 KARCHER ;7;MÓVEIS E UTENSÍLIOS                                         ;14-15;INTELLI IND.TERM.ELETR.LTDA MULTIPLEX-MULTIPLEX 1;9;APELIDO;66185133/0001-98;ORLASOLDA COMERCIO DE EQUIPAMENTOS E SOLDAS LTDA.           ;199482;72;1;35250566185133000198550010001994821958043699      ;1;3300;3300;3300;0;0;0;23/05/2025;04/06/2025;04/06/2025;3300;110;3190;0;0;3190
NOVO;116729;SERRA DE BANDA 20V DEWALT DC377B-3      ;84672200       ;;;26159;SERRA DE BANDA 20V DEWALT DC377B-3 ;2;FERRAMENTAS                                                 ;14-18;INTELLI IND.TERM.ELETR.LTDA MULTIPLEX-MULTIPLEX 2;9;APELIDO;565813/0001-29;ANHANGUERA COMERCIO DE FERRAMENTAS LTDA.                    ;1401083;74;1;35250500565813000129550030014010831835615785      ;3;2020,02;6060,06;6060,06;0;0;0;27/05/2025;04/06/2025;04/06/2025;1833,17;61,12;1772,05;0;0;1772,05
NOVO;116729;SERRA DE BANDA 20V DEWALT DC377B-3      ;84672200       ;;;26160;SERRA DE BANDA 20V DEWALT DC377B-3 ;2;FERRAMENTAS                                                 ;14-18;INTELLI IND.TERM.ELETR.LTDA MULTIPLEX-MULTIPLEX 2;9;APELIDO;565813/0001-29;ANHANGUERA COMERCIO DE FERRAMENTAS LTDA.                    ;1401083;74;1;35250500565813000129550030014010831835615785      ;3;2020,02;6060,06;6060,06;0;0;0;27/05/2025;04/06/2025;04/06/2025;1833,17;61,12;1772,05;0;0;1772,05
NOVO;116729;SERRA DE BANDA 20V DEWALT DC377B-3      ;84672200       ;;;26161;SERRA DE BANDA 20V DEWALT DC377B-3 ;2;FERRAMENTAS                                                 ;14-18;INTELLI IND.TERM.ELETR.LTDA MULTIPLEX-MULTIPLEX 2;9;APELIDO;565813/0001-29;ANHANGUERA COMERCIO DE FERRAMENTAS LTDA.                    ;1401083;74;1;35250500565813000129550030014010831835615785      ;3;2020,02;6060,06;6060,06;0;0;0;27/05/2025;04/06/2025;04/06/2025;1833,16;61,12;1772,04;0;0;1772,04
NOVO;14273;CAIXA METALICA 1000 x 800 x 600         ;73090090       ;;;26162;CAIXA METALICA 1000 x 800 x 600 ;6;MÁQ EQUIP FÁBRICA - REAVAL                                  ;12-7;INTELLI IND.TERM.ELETR.LTDA - FUNDIÇÃO-EXPEDIÇÃO;9;APELIDO;10301112/0001-36;SONIA MARIA TROMBETTA VIEIRA E CIA LTDA - ME                ;429;72;1;35250510301112000136550010000004291583618440      ;30;1710;51300;51300;0;0;0;12/05/2025;05/06/2025;04/06/2025;1551,82;51,72;1500,1;0;0;1500,1
NOVO;14273;CAIXA METALICA 1000 x 800 x 600         ;73090090       ;;;26163;CAIXA METALICA 1000 x 800 x 600 ;6;MÁQ EQUIP FÁBRICA - REAVAL                                  ;12-7;INTELLI IND.TERM.ELETR.LTDA - FUNDIÇÃO-EXPEDIÇÃO;9;APELIDO;10301112/0001-36;SONIA MARIA TROMBETTA VIEIRA E CIA LTDA - ME                ;429;72;1;35250510301112000136550010000004291583618440      ;30;1710;51300;51300;0;0;0;12/05/2025;05/06/2025;04/06/2025;1551,82;51,72;1500,1;0;0;1500,1
NOVO;14273;CAIXA METALICA 1000 x 800 x 600         ;73090090       ;;;26164;CAIXA METALICA 1000 x 800 x 600 ;6;MÁQ EQUIP FÁBRICA - REAVAL                                  ;12-7;INTELLI IND.TERM.ELETR.LTDA - FUNDIÇÃO-EXPEDIÇÃO;9;APELIDO;10301112/0001-36;SONIA MARIA TROMBETTA VIEIRA E CIA LTDA - ME                ;429;72;1;35250510301112000136550010000004291583618440      ;30;1710;51300;51300;0;0;0;12/05/2025;05/06/2025;04/06/2025;1551,82;51,72;1500,1;0;0;1500,1
NOVO;14273;CAIXA METALICA 1000 x 800 x 600         ;73090090       ;;;26165;CAIXA METALICA 1000 x 800 x 600 ;6;MÁQ EQUIP FÁBRICA - REAVAL                                  ;12-7;INTELLI IND.TERM.ELETR.LTDA - FUNDIÇÃO-EXPEDIÇÃO;9;APELIDO;10301112/0001-36;SONIA MARIA TROMBETTA VIEIRA E CIA LTDA - ME                ;429;72;1;35250510301112000136550010000004291583618440      ;30;1710;51300;51300;0;0;0;12/05/2025;05/06/2025;04/06/2025;1551,82;51,72;1500,1;0;0;1500,1
NOVO;14273;CAIXA METALICA 1000 x 800 x 600         ;73090090       ;;;26166;CAIXA METALICA 1000 x 800 x 600 ;6;MÁQ EQUIP FÁBRICA - REAVAL                                  ;12-7;INTELLI IND.TERM.ELETR.LTDA - FUNDIÇÃO-EXPEDIÇÃO;9;APELIDO;10301112/0001-36;SONIA MARIA TROMBETTA VIEIRA E CIA LTDA - ME                ;429;72;1;35250510301112000136550010000004291583618440      ;30;1710;51300;51300;0;0;0;12/05/2025;05/06/2025;04/06/2025;1551,82;51,72;1500,1;0;0;1500,1
NOVO;14273;CAIXA METALICA 1000 x 800 x 600         ;73090090       ;;;26167;CAIXA METALICA 1000 x 800 x 600 ;6;MÁQ EQUIP FÁBRICA - REAVAL                                  ;12-7;INTELLI IND.TERM.ELETR.LTDA - FUNDIÇÃO-EXPEDIÇÃO;9;APELIDO;10301112/0001-36;SONIA MARIA TROMBETTA VIEIRA E CIA LTDA - ME                ;429;72;1;35250510301112000136550010000004291583618440      ;30;1710;51300;51300;0;0;0;12/05/2025;05/06/2025;04/06/2025;1551,82;51,72;1500,1;0;0;1500,1
NOVO;14273;CAIXA METALICA 1000 x 800 x 600         ;73090090       ;;;26168;CAIXA METALICA 1000 x 800 x 600 ;6;MÁQ EQUIP FÁBRICA - REAVAL                                  ;12-7;INTELLI IND.TERM.ELETR.LTDA - FUNDIÇÃO-EXPEDIÇÃO;9;APELIDO;10301112/0001-36;SONIA MARIA TROMBETTA VIEIRA E CIA LTDA - ME                ;429;72;1;35250510301112000136550010000004291583618440      ;30;1710;51300;51300;0;0;0;12/05/2025;05/06/2025;04/06/2025;1551,82;51,72;1500,1;0;0;1500,1
NOVO;14273;CAIXA METALICA 1000 x 800 x 600         ;73090090       ;;;26169;CAIXA METALICA 1000 x 800 x 600 ;6;MÁQ EQUIP FÁBRICA - REAVAL                                  ;12-7;INTELLI IND.TERM.ELETR.LTDA - FUNDIÇÃO-EXPEDIÇÃO;9;APELIDO;10301112/0001-36;SONIA MARIA TROMBETTA VIEIRA E CIA LTDA - ME                ;429;72;1;35250510301112000136550010000004291583618440      ;30;1710;51300;51300;0;0;0;12/05/2025;05/06/2025;04/06/2025;1551,82;51,72;1500,1;0;0;1500,1
NOVO;14273;CAIXA METALICA 1000 x 800 x 600         ;73090090       ;;;26170;CAIXA METALICA 1000 x 800 x 600 ;6;MÁQ EQUIP FÁBRICA - REAVAL                                  ;12-7;INTELLI IND.TERM.ELETR.LTDA - FUNDIÇÃO-EXPEDIÇÃO;9;APELIDO;10301112/0001-36;SONIA MARIA TROMBETTA VIEIRA E CIA LTDA - ME                ;429;72;1;35250510301112000136550010000004291583618440      ;30;1710;51300;51300;0;0;0;12/05/2025;05/06/2025;04/06/2025;1551,82;51,72;1500,1;0;0;1500,1
NOVO;14273;CAIXA METALICA 1000 x 800 x 600         ;73090090       ;;;26171;CAIXA METALICA 1000 x 800 x 600 ;6;MÁQ EQUIP FÁBRICA - REAVAL                                  ;12-7;INTELLI IND.TERM.ELETR.LTDA - FUNDIÇÃO-EXPEDIÇÃO;9;APELIDO;10301112/0001-36;SONIA MARIA TROMBETTA VIEIRA E CIA LTDA - ME                ;429;72;1;35250510301112000136550010000004291583618440      ;30;1710;51300;51300;0;0;0;12/05/2025;05/06/2025;04/06/2025;1551,82;51,72;1500,1;0;0;1500,1
NOVO;14273;CAIXA METALICA 1000 x 800 x 600         ;73090090       ;;;26172;CAIXA METALICA 1000 x 800 x 600 ;6;MÁQ EQUIP FÁBRICA - REAVAL                                  ;12-7;INTELLI IND.TERM.ELETR.LTDA - FUNDIÇÃO-EXPEDIÇÃO;9;APELIDO;10301112/0001-36;SONIA MARIA TROMBETTA VIEIRA E CIA LTDA - ME                ;429;72;1;35250510301112000136550010000004291583618440      ;30;1710;51300;51300;0;0;0;12/05/2025;05/06/2025;04/06/2025;1551,82;51,72;1500,1;0;0;1500,1
NOVO;14273;CAIXA METALICA 1000 x 800 x 600         ;73090090       ;;;26173;CAIXA METALICA 1000 x 800 x 600 ;6;MÁQ EQUIP FÁBRICA - REAVAL                                  ;12-7;INTELLI IND.TERM.ELETR.LTDA - FUNDIÇÃO-EXPEDIÇÃO;9;APELIDO;10301112/0001-36;SONIA MARIA TROMBETTA VIEIRA E CIA LTDA - ME                ;429;72;1;35250510301112000136550010000004291583618440      ;30;1710;51300;51300;0;0;0;12/05/2025;05/06/2025;04/06/2025;1551,82;51,72;1500,1;0;0;1500,1
NOVO;14273;CAIXA METALICA 1000 x 800 x 600         ;73090090       ;;;26174;CAIXA METALICA 1000 x 800 x 600 ;6;MÁQ EQUIP FÁBRICA - REAVAL                                  ;12-7;INTELLI IND.TERM.ELETR.LTDA - FUNDIÇÃO-EXPEDIÇÃO;9;APELIDO;10301112/0001-36;SONIA MARIA TROMBETTA VIEIRA E CIA LTDA - ME                ;429;72;1;35250510301112000136550010000004291583618440      ;30;1710;51300;51300;0;0;0;12/05/2025;05/06/2025;04/06/2025;1551,82;51,72;1500,1;0;0;1500,1
NOVO;14273;CAIXA METALICA 1000 x 800 x 600         ;73090090       ;;;26175;CAIXA METALICA 1000 x 800 x 600 ;6;MÁQ EQUIP FÁBRICA - REAVAL                                  ;12-7;INTELLI IND.TERM.ELETR.LTDA - FUNDIÇÃO-EXPEDIÇÃO;9;APELIDO;10301112/0001-36;SONIA MARIA TROMBETTA VIEIRA E CIA LTDA - ME                ;429;72;1;35250510301112000136550010000004291583618440      ;30;1710;51300;51300;0;0;0;12/05/2025;05/06/2025;04/06/2025;1551,82;51,72;1500,1;0;0;1500,1
NOVO;14273;CAIXA METALICA 1000 x 800 x 600         ;73090090       ;;;26176;CAIXA METALICA 1000 x 800 x 600 ;6;MÁQ EQUIP FÁBRICA - REAVAL                                  ;12-7;INTELLI IND.TERM.ELETR.LTDA - FUNDIÇÃO-EXPEDIÇÃO;9;APELIDO;10301112/0001-36;SONIA MARIA TROMBETTA VIEIRA E CIA LTDA - ME                ;429;72;1;35250510301112000136550010000004291583618440      ;30;1710;51300;51300;0;0;0;12/05/2025;05/06/2025;04/06/2025;1551,82;51,72;1500,1;0;0;1500,1
NOVO;14273;CAIXA METALICA 1000 x 800 x 600         ;73090090       ;;;26177;CAIXA METALICA 1000 x 800 x 600 ;6;MÁQ EQUIP FÁBRICA - REAVAL                                  ;12-7;INTELLI IND.TERM.ELETR.LTDA - FUNDIÇÃO-EXPEDIÇÃO;9;APELIDO;10301112/0001-36;SONIA MARIA TROMBETTA VIEIRA E CIA LTDA - ME                ;429;72;1;35250510301112000136550010000004291583618440      ;30;1710;51300;51300;0;0;0;12/05/2025;05/06/2025;04/06/2025;1551,82;51,72;1500,1;0;0;1500,1
NOVO;14273;CAIXA METALICA 1000 x 800 x 600         ;73090090       ;;;26178;CAIXA METALICA 1000 x 800 x 600 ;6;MÁQ EQUIP FÁBRICA - REAVAL                                  ;12-7;INTELLI IND.TERM.ELETR.LTDA - FUNDIÇÃO-EXPEDIÇÃO;9;APELIDO;10301112/0001-36;SONIA MARIA TROMBETTA VIEIRA E CIA LTDA - ME                ;429;72;1;35250510301112000136550010000004291583618440      ;30;1710;51300;51300;0;0;0;12/05/2025;05/06/2025;04/06/2025;1551,82;51,72;1500,1;0;0;1500,1
NOVO;14273;CAIXA METALICA 1000 x 800 x 600         ;73090090       ;;;26179;CAIXA METALICA 1000 x 800 x 600 ;6;MÁQ EQUIP FÁBRICA - REAVAL                                  ;12-7;INTELLI IND.TERM.ELETR.LTDA - FUNDIÇÃO-EXPEDIÇÃO;9;APELIDO;10301112/0001-36;SONIA MARIA TROMBETTA VIEIRA E CIA LTDA - ME                ;429;72;1;35250510301112000136550010000004291583618440      ;30;1710;51300;51300;0;0;0;12/05/2025;05/06/2025;04/06/2025;1551,82;51,72;1500,1;0;0;1500,1
NOVO;14273;CAIXA METALICA 1000 x 800 x 600         ;73090090       ;;;26180;CAIXA METALICA 1000 x 800 x 600 ;6;MÁQ EQUIP FÁBRICA - REAVAL                                  ;12-7;INTELLI IND.TERM.ELETR.LTDA - FUNDIÇÃO-EXPEDIÇÃO;9;APELIDO;10301112/0001-36;SONIA MARIA TROMBETTA VIEIRA E CIA LTDA - ME                ;429;72;1;35250510301112000136550010000004291583618440      ;30;1710;51300;51300;0;0;0;12/05/2025;05/06/2025;04/06/2025;1551,82;51,72;1500,1;0;0;1500,1
